,Population,Region,Region2,Region3,DenID,unpublished.vs.published,unpublished.vs.published2,Estimation_Method,Study,Date_median,Date_lowerrange,Date_upperrange,Lat,Long,Lat_lowerrange,Lat_upperrange,DOY,DOY_lowerrange,DOY_upperrange,Originaldataset
138,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-29,unpublished,21,GPS,,4/28/10,,,52.9705483,-117.69928,,,179,,,yes
139,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-30,unpublished,21,GPS,,4/18/04,,,52.9705483,-117.69928,,,169,,,yes
140,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-31,unpublished,21,GPS,,4/24/07,,,55.8598838,-112.96679,,,175,,,yes
141,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-32,unpublished,21,GPS,,4/3/07,,,55.8598838,-112.96679,,,154,,,yes
142,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-33,unpublished,21,GPS,,5/14/06,,,55.8598838,-112.96679,,,195,,,yes
143,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-33,unpublished,21,GPS,,5/10/07,,,55.8598838,-112.96679,,,191,,,yes
144,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-34,unpublished,21,GPS,,5/2/06,,,55.8598838,-112.96679,,,183,,,yes
145,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-35,unpublished,21,GPS,,4/22/07,,,55.8598838,-112.96679,,,173,,,yes
146,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-36,unpublished,21,GPS,,4/24/06,,,55.8598838,-112.96679,,,175,,,yes
147,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-37,unpublished,21,GPS,,4/14/06,,,55.8598838,-112.96679,,,165,,,yes
148,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-38,unpublished,21,GPS,,5/8/04,,,63.6352304,-150.48638,,,189,,,yes
149,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-39,unpublished,21,GPS,,4/5/05,,,63.6352304,-150.48638,,,157,,,yes
150,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-39,unpublished,21,GPS,,5/10/06,,,63.6352304,-150.48638,,,191,,,yes
151,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-39,unpublished,21,GPS,,5/18/07,,,63.6352304,-150.48638,,,199,,,yes
152,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-39,unpublished,21,GPS,,5/4/10,,,63.6352304,-150.48638,,,185,,,yes
153,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-39,unpublished,21,GPS,,4/14/13,,,63.6352304,-150.48638,,,166,,,yes
154,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-39,unpublished,21,GPS,,5/2/14,,,63.6352304,-150.48638,,,183,,,yes
155,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-39,unpublished,21,GPS,,5/14/15,,,63.6352304,-150.48638,,,195,,,yes
156,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-39,unpublished,21,GPS,,5/17/16,,,63.6352304,-150.48638,,,198,,,yes
157,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-40,unpublished,21,GPS,,4/17/07,,,63.6352304,-150.48638,,,168,,,yes
158,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-41,unpublished,21,GPS,,5/13/05,,,63.6352304,-150.48638,,,195,,,yes
159,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-41,unpublished,21,GPS,,5/14/06,,,63.6352304,-150.48638,,,195,,,yes
160,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-42,unpublished,21,GPS,,5/4/16,,,63.6352304,-150.48638,,,185,,,yes
161,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-43,unpublished,21,GPS,,5/8/14,,,63.6352304,-150.48638,,,189,,,yes
162,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-44,unpublished,21,GPS,,5/17/04,,,63.6352304,-150.48638,,,198,,,yes
163,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-44,unpublished,21,GPS,,5/8/08,,,63.6352304,-150.48638,,,189,,,yes
164,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-44,unpublished,21,GPS,,4/29/09,,,63.6352304,-150.48638,,,181,,,yes
165,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-44,unpublished,21,GPS,,4/6/11,,,63.6352304,-150.48638,,,157,,,yes
166,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-44,unpublished,21,GPS,,3/20/11,,,63.6352304,-150.48638,,,140,,,yes
167,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-44,unpublished,21,GPS,,5/14/12,,,63.6352304,-150.48638,,,195,,,yes
168,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-44,unpublished,21,GPS,,5/5/13,,,63.6352304,-150.48638,,,187,,,yes
169,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-44,unpublished,21,GPS,,5/3/14,,,63.6352304,-150.48638,,,184,,,yes
170,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-44,unpublished,21,GPS,,5/6/15,,,63.6352304,-150.48638,,,187,,,yes
171,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-44,unpublished,21,GPS,,3/12/16,,,63.6352304,-150.48638,,,132,,,yes
172,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-45,unpublished,21,GPS,,5/2/15,,,63.6352304,-150.48638,,,183,,,yes
173,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-46,unpublished,21,GPS,,5/18/04,,,63.6352304,-150.48638,,,199,,,yes
174,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-46,unpublished,21,GPS,,5/15/05,,,63.6352304,-150.48638,,,197,,,yes
175,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-46,unpublished,21,GPS,,5/12/06,,,63.6352304,-150.48638,,,193,,,yes
176,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-46,unpublished,21,GPS,,4/22/09,,,63.6352304,-150.48638,,,174,,,yes
177,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-46,unpublished,21,GPS,,5/1/10,,,63.6352304,-150.48638,,,182,,,yes
178,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-46,unpublished,21,GPS,,5/20/11,,,63.6352304,-150.48638,,,201,,,yes
179,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-46,unpublished,21,GPS,,4/24/12,,,63.6352304,-150.48638,,,175,,,yes
180,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-46,unpublished,21,GPS,,4/30/14,,,63.6352304,-150.48638,,,181,,,yes
181,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-46,unpublished,21,GPS,,5/5/15,,,63.6352304,-150.48638,,,186,,,yes
182,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-46,unpublished,21,GPS,,5/18/16,,,63.6352304,-150.48638,,,199,,,yes
183,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-47,unpublished,21,GPS,,5/14/07,,,63.6352304,-150.48638,,,195,,,yes
184,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-47,unpublished,21,GPS,,5/9/08,,,63.6352304,-150.48638,,,190,,,yes
185,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-48,unpublished,21,GPS,,4/4/07,,,63.6352304,-150.48638,,,155,,,yes
186,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-48,unpublished,21,GPS,,3/20/13,,,63.6352304,-150.48638,,,141,,,yes
187,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-48,unpublished,21,GPS,,4/14/15,,,63.6352304,-150.48638,,,165,,,yes
188,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-49,unpublished,21,GPS,,5/3/11,,,63.6352304,-150.48638,,,184,,,yes
189,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-50,unpublished,21,GPS,,5/16/10,,,63.6352304,-150.48638,,,197,,,yes
190,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-51,unpublished,21,GPS,,5/10/14,,,63.6352304,-150.48638,,,191,,,yes
191,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-52,unpublished,21,GPS,,5/21/12,,,63.6352304,-150.48638,,,202,,,yes
192,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-52,unpublished,21,GPS,,5/12/15,,,63.6352304,-150.48638,,,193,,,yes
193,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-52,unpublished,21,GPS,,5/15/16,,,63.6352304,-150.48638,,,196,,,yes
194,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-53,unpublished,21,GPS,,5/5/13,,,63.6352304,-150.48638,,,187,,,yes
195,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-53,unpublished,21,GPS,,4/29/14,,,63.6352304,-150.48638,,,180,,,yes
196,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-53,unpublished,21,GPS,,5/6/16,,,63.6352304,-150.48638,,,187,,,yes
197,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-54,unpublished,21,GPS,,3/25/09,,,63.6352304,-150.48638,,,146,,,yes
198,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-54,unpublished,21,GPS,,4/27/10,,,63.6352304,-150.48638,,,178,,,yes
199,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-54,unpublished,21,GPS,,5/17/11,,,63.6352304,-150.48638,,,198,,,yes
200,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-55,unpublished,21,GPS,,5/13/12,,,63.6352304,-150.48638,,,194,,,yes
201,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-56,unpublished,21,GPS,,5/5/06,,,63.6352304,-150.48638,,,186,,,yes
202,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-57,unpublished,21,GPS,,5/12/05,,,63.6352304,-150.48638,,,194,,,yes
203,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-57,unpublished,21,GPS,,5/5/07,,,63.6352304,-150.48638,,,186,,,yes
204,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-57,unpublished,21,GPS,,4/27/08,,,63.6352304,-150.48638,,,178,,,yes
205,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-57,unpublished,21,GPS,,5/5/10,,,63.6352304,-150.48638,,,186,,,yes
206,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-57,unpublished,21,GPS,,6/8/11,,,63.6352304,-150.48638,,,220,,,yes
207,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-57,unpublished,21,GPS,,5/13/12,,,63.6352304,-150.48638,,,194,,,yes
208,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-57,unpublished,21,GPS,,4/16/13,,,63.6352304,-150.48638,,,168,,,yes
209,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-57,unpublished,21,GPS,,5/1/14,,,63.6352304,-150.48638,,,182,,,yes
210,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-57,unpublished,21,GPS,,4/26/15,,,63.6352304,-150.48638,,,177,,,yes
211,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-57,unpublished,21,GPS,,4/27/16,,,63.6352304,-150.48638,,,178,,,yes
212,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-58,unpublished,21,GPS,,4/2/07,,,63.6352304,-150.48638,,,153,,,yes
213,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-59,unpublished,21,GPS,,5/6/16,,,63.6352304,-150.48638,,,187,,,yes
214,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-60,unpublished,21,GPS,,4/21/04,,,63.6352304,-150.48638,,,172,,,yes
215,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-60,unpublished,21,GPS,,4/27/05,,,63.6352304,-150.48638,,,179,,,yes
216,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-60,unpublished,21,GPS,,4/28/06,,,63.6352304,-150.48638,,,179,,,yes
217,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-60,unpublished,21,GPS,,5/19/07,,,63.6352304,-150.48638,,,200,,,yes
218,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-60,unpublished,21,GPS,,5/3/08,,,63.6352304,-150.48638,,,184,,,yes
219,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-60,unpublished,21,GPS,,5/15/09,,,63.6352304,-150.48638,,,197,,,yes
220,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-61,unpublished,21,GPS,,5/9/15,,,63.6352304,-150.48638,,,190,,,yes
221,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-61,unpublished,21,GPS,,5/9/16,,,63.6352304,-150.48638,,,190,,,yes
222,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-62,unpublished,21,GPS,,5/17/11,,,63.6352304,-150.48638,,,198,,,yes
223,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-62,unpublished,21,GPS,,5/14/12,,,63.6352304,-150.48638,,,195,,,yes
224,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-63,unpublished,21,GPS,,5/12/10,,,63.6352304,-150.48638,,,193,,,yes
225,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-64,unpublished,21,GPS,,5/7/15,,,63.6352304,-150.48638,,,188,,,yes
226,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-64,unpublished,21,GPS,,5/6/16,,,63.6352304,-150.48638,,,187,,,yes
227,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-65,unpublished,21,GPS,,5/20/07,,,63.6352304,-150.48638,,,201,,,yes
228,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-65,unpublished,21,GPS,,5/10/08,,,63.6352304,-150.48638,,,191,,,yes
229,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-65,unpublished,21,GPS,,5/12/11,,,63.6352304,-150.48638,,,193,,,yes
230,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-65,unpublished,21,GPS,,5/27/15,,,63.6352304,-150.48638,,,208,,,yes
231,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-65,unpublished,21,GPS,,5/16/16,,,63.6352304,-150.48638,,,197,,,yes
232,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-66,unpublished,21,GPS,,5/11/10,,,63.6352304,-150.48638,,,192,,,yes
233,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-67,unpublished,21,GPS,,5/1/09,,,60.4952859,-154.5812,,,183,,,yes
234,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-67,unpublished,21,GPS,,5/4/10,,,60.4952859,-154.5812,,,185,,,yes
235,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-67,unpublished,21,GPS,,4/29/11,,,60.4952859,-154.5812,,,180,,,yes
236,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-68,unpublished,21,GPS,,5/12/10,,,60.4952859,-154.5812,,,193,,,yes
237,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-68,unpublished,21,GPS,,5/7/12,,,60.4952859,-154.5812,,,188,,,yes
238,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-69,unpublished,21,GPS,,5/23/09,,,60.4952859,-154.5812,,,205,,,yes
239,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-69,unpublished,21,GPS,,5/14/12,,,60.4952859,-154.5812,,,195,,,yes
240,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-70,unpublished,21,GPS,,4/21/09,,,60.4952859,-154.5812,,,173,,,yes
241,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-70,unpublished,21,GPS,,4/19/10,,,60.4952859,-154.5812,,,170,,,yes
242,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-71,unpublished,21,GPS,,5/16/13,,,60.4952859,-154.5812,,,198,,,yes
243,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-72,unpublished,21,GPS,,4/16/11,,,60.4952859,-154.5812,,,167,,,yes
244,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-73,unpublished,21,GPS,,5/16/03,,,65.046937,-143.22796,,,197,,,yes
245,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-74,unpublished,21,GPS,,4/25/03,,,65.046937,-143.22796,,,176,,,yes
246,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-74,unpublished,21,GPS,,5/8/04,,,65.046937,-143.22796,,,189,,,yes
247,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-74,unpublished,21,GPS,,5/8/05,,,65.046937,-143.22796,,,190,,,yes
248,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-74,unpublished,21,GPS,,5/13/06,,,65.046937,-143.22796,,,194,,,yes
249,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-74,unpublished,21,GPS,,5/15/07,,,65.046937,-143.22796,,,196,,,yes
250,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-74,unpublished,21,GPS,,5/20/08,,,65.046937,-143.22796,,,201,,,yes
251,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-74,unpublished,21,GPS,,5/12/09,,,65.046937,-143.22796,,,194,,,yes
252,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-74,unpublished,21,GPS,,5/8/11,,,65.046937,-143.22796,,,189,,,yes
253,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-74,unpublished,21,GPS,,5/10/12,,,65.046937,-143.22796,,,191,,,yes
254,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-75,unpublished,21,GPS,,5/7/06,,,65.046937,-143.22796,,,188,,,yes
255,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-76,unpublished,21,GPS,,5/19/07,,,65.046937,-143.22796,,,200,,,yes
256,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-76,unpublished,21,GPS,,5/10/08,,,65.046937,-143.22796,,,191,,,yes
257,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-76,unpublished,21,GPS,,4/19/09,,,65.046937,-143.22796,,,171,,,yes
258,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-76,unpublished,21,GPS,,5/18/10,,,65.046937,-143.22796,,,199,,,yes
259,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-77,unpublished,21,GPS,,5/22/03,,,65.046937,-143.22796,,,203,,,yes
260,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-77,unpublished,21,GPS,,5/18/04,,,65.046937,-143.22796,,,199,,,yes
261,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-77,unpublished,21,GPS,,5/13/05,,,65.046937,-143.22796,,,195,,,yes
262,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-78,unpublished,21,GPS,,5/14/06,,,65.046937,-143.22796,,,195,,,yes
263,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-78,unpublished,21,GPS,,5/15/07,,,65.046937,-143.22796,,,196,,,yes
264,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-79,unpublished,21,GPS,,5/7/08,,,65.046937,-143.22796,,,188,,,yes
265,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-80,unpublished,21,GPS,,5/18/07,,,65.046937,-143.22796,,,199,,,yes
266,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-80,unpublished,21,GPS,,5/3/09,,,65.046937,-143.22796,,,185,,,yes
267,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-81,unpublished,21,GPS,,5/3/03,,,65.046937,-143.22796,,,184,,,yes
268,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-82,unpublished,21,GPS,,5/7/06,,,65.046937,-143.22796,,,188,,,yes
269,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-83,unpublished,21,GPS,,5/18/03,,,65.046937,-143.22796,,,199,,,yes
270,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-84,unpublished,21,GPS,,5/9/08,,,65.046937,-143.22796,,,190,,,yes
271,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-84,unpublished,21,GPS,,5/25/09,,,65.046937,-143.22796,,,207,,,yes
272,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-84,unpublished,21,GPS,,5/6/10,,,65.046937,-143.22796,,,187,,,yes
273,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-84,unpublished,21,GPS,,4/28/11,,,65.046937,-143.22796,,,179,,,yes
274,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-84,unpublished,21,GPS,,5/6/12,,,65.046937,-143.22796,,,187,,,yes
275,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-84,unpublished,21,GPS,,5/9/13,,,65.046937,-143.22796,,,191,,,yes
276,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-85,unpublished,21,GPS,,4/29/10,,,65.046937,-143.22796,,,180,,,yes
277,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-85,unpublished,21,GPS,,5/2/11,,,65.046937,-143.22796,,,183,,,yes
278,Alaska-Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mahoney-85,unpublished,21,GPS,,5/9/12,,,65.046937,-143.22796,,,190,,,yes
