Annual_Mean_Temperature_bio1,Mean_Diurnal_Range_BIO2,Temperature_Annual_Range_BIO7,Mean_Temperature_of_Wettest_Quarter_BIO8,Mean_Temperature_of_Driest_Quarter_bio9,Mean_Temperature_of_Warmest_Quarter_BIO10,Mean_Temperature_of_Coldest_Quarter_bio11,Annual_Precipitation,Precipitation_Seasonality,daylength_original_matingdate,mean_ndvi,sd_ndvi
5.004166603,8.358333588,29.20000076,13.48333359,-0.633333385,14.8166666,-4.183333397,766,23.50105858,9.634839728,0.561817391,0.200378496
5.974999905,7.233333111,27.29999924,14.3166666,0.150000006,15.38333321,-2.333333254,587,31.60013008,9.188217559,0.681582609,0.170908207
4.637500286,7.391666889,27.29999924,4.683333397,-0.799999952,14.01666641,-3.900000095,865,24.3336544,10.17209466,0.740226087,0.171223754
4.200000286,8.166666985,29,12.53333378,-1.51666677,14.01666641,-4.716666698,826,23.67070961,9.51798361,0.599313043,0.21776622
4.112500191,8.241666794,29.39999962,12.5,-1.700000048,13.98333359,-4.900000095,826,23.89020348,9.506465587,0.518613043,0.319428953
3.733333349,9.75,32,12.60000038,-1.866666436,14.16666698,-6.533333302,747,27.91125488,9.397923641,0.622395652,0.21721425
3.179166555,9.258333206,31.09999847,13.23333359,-2.433333397,13.23333359,-6.266666889,891,23.78649712,9.759167305,0.475508696,0.309158601
3.549999952,9.649999619,31.89999962,13.75,-2.099999905,13.75,-6.199999809,826,25.44690514,9.849360708,0.519595652,0.265263527
3.158333302,9.449999809,31.5,13.3166666,-2.533333302,13.3166666,-6.416666508,859,24.72562218,10.1255915,0.5523,0.244316248
3.545833349,9.175000191,31,13.6833334,-2.050000191,13.6833334,-6.099999905,838,24.55477142,9.746228982,0.653508696,0.237728621
3.112499952,10.02499962,32.69999695,13.48333263,-2.533333302,13.48333263,-6.966666698,785,26.07427597,9.192496378,0.631056522,0.219003617
-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,9.822795508,0.069417391,0.252501454
-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,10.01050688,0.069417391,0.252501454
-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,9.542336663,0.069417391,0.252501454
-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,10.76559586,0.069417391,0.252501454
-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,10.29297623,0.069417391,0.252501454
-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,11.90492751,0.069417391,0.252501454
-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,10.95511931,0.069417391,0.252501454
-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,8.894901349,0.069417391,0.252501454
-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,8.621447113,0.069417391,0.252501454
-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,11.23976422,0.069417391,0.252501454
-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,8.351171006,0.069417391,0.252501454
2.533333302,9.416666985,32.09999847,12.86666679,-3.099999905,12.86666679,-7.333333492,825,26.18116188,10.38508745,0.444108696,0.288522525
-2.899999857,10.9333334,50,12.86666679,-12.4333334,14.13333321,-21.41666603,307,40.49814224,8.288248498,0.200843478,0.265393188
-2.899999857,10.9333334,50,12.86666679,-12.4333334,14.13333321,-21.41666603,307,40.49814224,10.07380615,0.200843478,0.265393188
-2.899999857,10.9333334,50,12.86666679,-12.4333334,14.13333321,-21.41666603,307,40.49814224,8.379755605,0.200843478,0.265393188
-2.899999857,10.9333334,50,12.86666679,-12.4333334,14.13333321,-21.41666603,307,40.49814224,10.26539914,0.200843478,0.265393188
-2.899999857,10.9333334,50,12.86666679,-12.4333334,14.13333321,-21.41666603,307,40.49814224,10.74581848,0.200843478,0.265393188
-2.899999857,10.9333334,50,12.86666679,-12.4333334,14.13333321,-21.41666603,307,40.49814224,10.07380615,0.200843478,0.265393188
-2.899999857,10.9333334,50,12.86666679,-12.4333334,14.13333321,-21.41666603,307,40.49814224,9.787232418,0.200843478,0.265393188
3.441666603,8.233333588,30.20000076,12.11666679,-4.966666698,13.5666666,-5.849999905,684,30.44547272,9.873109442,0.645578261,0.245880693
1.487500072,10.1916666,33.79999924,10.64999962,-7.483333111,12.23333359,-8.899999619,727,29.81700325,9.255037427,0.548826087,0.274453484
1.420833349,8.991666794,31.89999962,11.88333321,-4.016666412,11.88333321,-8.733333588,646,36.83573151,10.71740885,0.4315,0.292417432
1.262500048,10.1916666,33.5,11.88333321,-7.516666889,11.88333321,-8.699999809,764,29.97356224,9.248714135,0.565569565,0.287149047
1.35833323,9.399999619,32.40000153,11.8166666,-4.150000095,11.8166666,-8.833333015,649,36.18014526,10.71563184,0.608543478,0.254296679
0.787499964,9.474999428,32.70000076,11.30000019,-4.800000191,11.30000019,-9.350000381,690,35.46563721,10.81396577,0.449286957,0.272033553
0.774999857,9.916666985,33.5,11.48333263,-4.933333397,11.48333263,-9.649999619,679,37.13901901,10.21710041,0.398943478,0.324663795
2.854166746,8.774999619,30.60000038,11.61666679,-5.516666889,13.05000019,-6.550000191,715,30.12062645,10.11535616,0.562282609,0.307121154
-0.295833439,8.824999809,31.29999924,10.09999943,-6,10.09999943,-9.883333206,742,34.10601044,9.034428018,0.387413043,0.325669525
3.220833302,8.175000191,30.39999962,13.5666666,-5.349999905,13.5666666,-6.400000095,681,32.12597275,10.60469518,0.433821739,0.34931828
0.649999976,8.366666794,30.29999924,10.85000038,-4.716666698,10.85000038,-8.916666985,578,41.44575882,11.499293,0.38633913,0.316405243
-3.725000143,10.33333302,42,10.9333334,-10.60000038,10.9333334,-17.46666718,314,67.4339447,11.07368518,0.250886957,0.342329722
-3.725000143,10.33333302,42,10.9333334,-10.60000038,10.9333334,-17.46666718,314,67.4339447,10.55958333,0.250886957,0.342329722
-3.725000143,10.33333302,42,10.9333334,-10.60000038,10.9333334,-17.46666718,314,67.4339447,11.48530016,0.250886957,0.342329722
-3.725000143,10.33333302,42,10.9333334,-10.60000038,10.9333334,-17.46666718,314,67.4339447,10.76514873,0.250886957,0.342329722
-3.725000143,10.33333302,42,10.9333334,-10.60000038,10.9333334,-17.46666718,314,67.4339447,7.14375372,0.250886957,0.342329722
-3.725000143,10.33333302,42,10.9333334,-10.60000038,10.9333334,-17.46666718,314,67.4339447,8.822457005,0.250886957,0.342329722
-3.725000143,10.33333302,42,10.9333334,-10.60000038,10.9333334,-17.46666718,314,67.4339447,10.45684879,0.250886957,0.342329722
-3.725000143,10.33333302,42,10.9333334,-10.60000038,10.9333334,-17.46666718,314,67.4339447,8.822457005,0.250886957,0.342329722
-3.725000143,10.33333302,42,10.9333334,-10.60000038,10.9333334,-17.46666718,314,67.4339447,9.739042276,0.250886957,0.342329722
-3.725000143,10.33333302,42,10.9333334,-10.60000038,10.9333334,-17.46666718,314,67.4339447,8.721333544,0.250886957,0.342329722
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.1545334,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,6.729190335,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.37163944,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,11.24014312,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.720461523,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,7.672676297,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.503554402,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.80589538,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,11.13158426,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,7.885873554,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.80589538,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.80589538,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.720461523,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.1545334,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,11.13158426,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.1545334,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.286785855,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,6.729190335,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,5.103614804,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.80589538,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.93746556,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.611993458,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.93746556,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,4.490251735,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.503554402,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,11.24014312,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,11.02302313,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.58876458,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,8.530030641,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.395149839,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,11.45725381,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,8.637880995,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.286785855,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.828953684,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,11.24014312,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.80589538,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.26308298,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,6.524569134,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,5.189434346,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,7.566452656,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.611993458,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,11.02302313,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.37163944,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,11.56580588,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.58876458,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.91446001,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.93746556,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.178469178,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.93746556,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,5.641347779,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,8.962008113,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,11.13158426,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.69732992,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.828953684,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.69732992,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.828953684,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,8.962008113,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.828953684,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,13.51979942,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.69732992,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,7.885873554,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.395149839,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,8.853880756,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,8.962008113,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,6.322476635,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.93746556,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,8.314691247,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.07020722,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.07020722,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,11.34869962,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.611993458,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,11.02302313,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.26308298,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.26308298,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,11.13158426,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.80589538,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.58876458,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.04599327,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,9.93746556,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,11.45725381,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.37163944,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.58876458,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,12.21709508,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,11.02302313,0.305217391,0.395421013
-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,10.48020058,0.305217391,0.395421013
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,10.95896225,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,8.518335281,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,10.03160725,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,10.14767845,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,10.61150872,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,10.84317937,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,11.42181376,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,10.61150872,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,10.03160725,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,10.2637025,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,9.915487643,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,11.30613648,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,10.2637025,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,7.934806168,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,11.19043766,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,11.65311756,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,11.19043766,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,10.72736244,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,10.72736244,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,10.84317937,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,9.915487643,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,11.19043766,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,9.566830741,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,9.450511706,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,9.915487643,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,11.19043766,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,10.14767845,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,12.11562257,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,9.799318688,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,8.868204364,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,9.799318688,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,10.2637025,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,8.984754764,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,9.334143292,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,10.14767845,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,6.079173674,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,10.95896225,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,9.450511706,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,9.915487643,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,9.799318688,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,10.14767845,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,10.61150872,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,10.49561567,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,8.984754764,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,9.334143292,0.234495652,0.400827706
-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,11.19043766,0.234495652,0.400827706
